Date,Open,High,Low,Close,Volume,Stock
03-02-1981,0.096522942,0.096959666,0.096522942,0.096522942,19152000,AAPL
04-02-1981,0.100016735,0.100453454,0.100016735,0.100016735,27865600,AAPL
05-02-1981,0.100016735,0.100890184,0.100016735,0.100016735,7929600,AAPL
06-02-1981,0.100453444,0.100890174,0.100453444,0.100453444,13865600,AAPL
09-02-1981,0.096086189,0.096086189,0.095212735,0.095212735,16755200,AAPL
10-02-1981,0.095212735,0.095649465,0.095212735,0.095212735,18345600,AAPL
11-02-1981,0.092592389,0.092592389,0.092155665,0.092155665,13843200,AAPL
12-02-1981,0.091718918,0.091718918,0.091281407,0.091281407,14560000,AAPL
13-02-1981,0.089971222,0.089971222,0.089097768,0.089097768,11155200,AAPL
17-02-1981,0.091281407,0.091718918,0.091281407,0.091281407,12275200,AAPL
18-02-1981,0.095212735,0.096086189,0.095212735,0.095212735,19241600,AAPL
19-02-1981,0.089971206,0.089971206,0.089534476,0.089534476,22310400,AAPL
20-02-1981,0.085167221,0.085167221,0.084730491,0.084730491,24371200,AAPL
23-02-1981,0.086040691,0.08647742,0.086040691,0.086040691,14112000,AAPL
24-02-1981,0.083857052,0.083857052,0.082983598,0.082983598,16979200,AAPL
25-02-1981,0.088224337,0.088661061,0.088224337,0.088224337,19488000,AAPL
26-02-1981,0.089534476,0.089971206,0.089534476,0.089534476,10841600,AAPL
27-02-1981,0.092592373,0.093465827,0.092592373,0.092592373,14761600,AAPL
02-03-1981,0.093029082,0.093465806,0.093029082,0.093029082,11760000,AAPL
03-03-1981,0.092155612,0.092155612,0.091718882,0.091718882,16172800,AAPL
04-03-1981,0.091281445,0.091281445,0.090844721,0.090844721,13708800,AAPL
05-03-1981,0.090844675,0.090844675,0.090407945,0.090407945,5376000,AAPL
06-03-1981,0.09040793,0.09040793,0.089534476,0.089534476,11603200,AAPL
09-03-1981,0.082983591,0.082983591,0.082546867,0.082546867,15321600,AAPL
10-03-1981,0.079052278,0.079052278,0.078615554,0.078615554,28380800,AAPL
11-03-1981,0.076431885,0.076431885,0.075558431,0.075558431,29859200,AAPL
12-03-1981,0.078615554,0.079052278,0.078615554,0.078615554,59248000,AAPL
13-03-1981,0.078178816,0.078178816,0.077742092,0.077742092,231302400,AAPL
16-03-1981,0.080799975,0.081673429,0.080799975,0.080799975,37228800,AAPL
17-03-1981,0.084730491,0.085603945,0.084730491,0.084730491,43747200,AAPL
18-03-1981,0.089971207,0.090844661,0.089971207,0.089971207,36937600,AAPL
19-03-1981,0.089534492,0.089534492,0.089097768,0.089097768,37811200,AAPL
20-03-1981,0.089971207,0.090844661,0.089971207,0.089971207,14604800,AAPL
23-03-1981,0.09346585,0.094339304,0.09346585,0.09346585,22019200,AAPL
24-03-1981,0.093465806,0.093465806,0.093029082,0.093029082,28156800,AAPL
25-03-1981,0.092155648,0.092155648,0.091281407,0.091281407,7056000,AAPL
26-03-1981,0.089971206,0.089971206,0.089534476,0.089534476,12275200,AAPL
27-03-1981,0.086914138,0.086914138,0.086477414,0.086477414,12252800,AAPL
30-03-1981,0.086477414,0.087350868,0.086477414,0.086477414,9900800,AAPL
31-03-1981,0.086477414,0.086477414,0.08560396,0.08560396,15993600,AAPL
01-04-1981,0.085167221,0.085167221,0.084730491,0.084730491,34070400,AAPL
02-04-1981,0.092155665,0.092592389,0.092155665,0.092155665,31404800,AAPL
03-04-1981,0.092592373,0.093029103,0.092592373,0.092592373,16486400,AAPL
06-04-1981,0.091281445,0.091281445,0.090844721,0.090844721,22803200,AAPL
07-04-1981,0.090407931,0.090407931,0.089971207,0.089971207,10684800,AAPL
08-04-1981,0.094339304,0.095212758,0.094339304,0.094339304,21952000,AAPL
09-04-1981,0.096086197,0.096522927,0.096086197,0.096086197,12499200,AAPL
10-04-1981,0.097396359,0.097833083,0.097396359,0.097396359,33465600,AAPL
13-04-1981,0.097396359,0.097833083,0.097396359,0.097396359,16060800,AAPL
14-04-1981,0.097396359,0.097833083,0.097396359,0.097396359,6652800,AAPL
15-04-1981,0.093029103,0.093029103,0.092592373,0.092592373,34048000,AAPL
16-04-1981,0.087787584,0.087787584,0.08735086,0.08735086,23878400,AAPL
20-04-1981,0.089971207,0.090407931,0.089971207,0.089971207,35347200,AAPL
21-04-1981,0.096086197,0.096522927,0.096086197,0.096086197,28537600,AAPL
22-04-1981,0.099580005,0.100016735,0.099580005,0.099580005,18995200,AAPL
23-04-1981,0.102200367,0.102637096,0.102200367,0.102200367,58016000,AAPL
24-04-1981,0.102200383,0.102200383,0.101326935,0.101326935,35056000,AAPL
27-04-1981,0.100890174,0.100890174,0.100453444,0.100453444,38528000,AAPL
28-04-1981,0.099143273,0.099143273,0.098706543,0.098706543,32188800,AAPL
29-04-1981,0.097833083,0.097833083,0.097396359,0.097396359,13641600,AAPL
30-04-1981,0.099143289,0.100016749,0.099143289,0.099143289,12611200,AAPL
01-05-1981,0.099143289,0.100016749,0.099143289,0.099143289,16553600,AAPL
04-05-1981,0.099143273,0.099143273,0.098706543,0.098706543,14448000,AAPL
05-05-1981,0.098706546,0.098706546,0.098269828,0.098269828,17539200,AAPL
06-05-1981,0.09608619,0.09608619,0.095649466,0.095649466,18950400,AAPL
07-05-1981,0.096959636,0.097396365,0.096959636,0.096959636,9363200,AAPL
08-05-1981,0.09783309,0.098269819,0.09783309,0.09783309,7907200,AAPL
11-05-1981,0.09608619,0.09608619,0.095649466,0.095649466,11939200,AAPL
12-05-1981,0.095649466,0.096959644,0.095649466,0.095649466,4256000,AAPL
13-05-1981,0.095649465,0.096522919,0.095212735,0.095212735,4905600,AAPL
14-05-1981,0.094776005,0.094776005,0.093902551,0.093902551,4928000,AAPL
15-05-1981,0.096086197,0.097396381,0.096086197,0.096086197,4905600,AAPL
18-05-1981,0.09783309,0.098706538,0.09783309,0.09783309,4166400,AAPL
19-05-1981,0.096522927,0.096522927,0.096086197,0.096086197,25424000,AAPL
20-05-1981,0.099143289,0.100016749,0.099143289,0.099143289,13283200,AAPL
21-05-1981,0.104821526,0.105258255,0.104821526,0.104821526,32211200,AAPL
22-05-1981,0.109625451,0.110498911,0.109625451,0.109625451,31427200,AAPL
26-05-1981,0.109625521,0.109625521,0.109188803,0.109188803,85344000,AAPL
27-05-1981,0.115302972,0.115739702,0.115302972,0.115302972,149497600,AAPL
28-05-1981,0.115302972,0.115739702,0.115302972,0.115302972,73987200,AAPL
29-05-1981,0.115739666,0.116177177,0.115739666,0.115739666,59382400,AAPL
01-06-1981,0.115739666,0.116177177,0.115739666,0.115739666,51251200,AAPL
02-06-1981,0.110498986,0.110498986,0.110062256,0.110062256,40432000,AAPL
03-06-1981,0.110062256,0.110935705,0.110062256,0.110062256,39446400,AAPL
04-06-1981,0.112245902,0.112682621,0.112245902,0.112245902,56067200,AAPL
05-06-1981,0.110935713,0.110935713,0.110498995,0.110498995,57680000,AAPL
08-06-1981,0.107005141,0.107005141,0.106568411,0.106568411,93497600,AAPL
09-06-1981,0.108752079,0.109188809,0.108752079,0.108752079,119593600,AAPL
10-06-1981,0.110062256,0.111372435,0.110062256,0.110062256,25222400,AAPL
11-06-1981,0.114866249,0.115302979,0.114866249,0.114866249,38976000,AAPL
12-06-1981,0.113992765,0.113992765,0.113556035,0.113556035,25804800,AAPL
15-06-1981,0.113556012,0.113556012,0.113119282,0.113119282,143763200,AAPL
16-06-1981,0.111372396,0.111372396,0.110935666,0.110935666,37251200,AAPL
17-06-1981,0.109625521,0.109625521,0.109188803,0.109188803,27574400,AAPL
18-06-1981,0.109188809,0.109625528,0.108752079,0.108752079,23049600,AAPL
19-06-1981,0.106131675,0.106131675,0.105694957,0.105694957,27507200,AAPL
22-06-1981,0.102200354,0.102200354,0.101763636,0.101763636,10841600,AAPL
23-06-1981,0.103510574,0.104384803,0.103510574,0.103510574,15030400,AAPL
24-06-1981,0.101763664,0.101763664,0.100890204,0.100890204,23027200,AAPL
25-06-1981,0.103073865,0.103510595,0.103073865,0.103073865,24259200,AAPL
26-06-1981,0.102637084,0.102637084,0.101763636,0.101763636,23788800,AAPL
29-06-1981,0.099143276,0.099143276,0.098269828,0.098269828,10595200,AAPL
30-06-1981,0.091281445,0.091281445,0.090844721,0.090844721,35907200,AAPL
01-07-1981,0.090407931,0.090407931,0.089971207,0.089971207,170464000,AAPL
02-07-1981,0.089971207,0.090407931,0.089971207,0.089971207,30284800,AAPL
06-07-1981,0.087787606,0.087787606,0.086914152,0.086914152,16531200,AAPL
07-07-1981,0.087787598,0.088661052,0.087787598,0.087787598,15836800,AAPL
08-07-1981,0.091281407,0.091718918,0.091281407,0.091281407,16620800,AAPL
09-07-1981,0.084730492,0.084730492,0.084293768,0.084293768,32883200,AAPL
10-07-1981,0.078178816,0.078178816,0.077742092,0.077742092,55171200,AAPL
13-07-1981,0.07948976,0.07992649,0.07948976,0.07948976,45740800,AAPL
14-07-1981,0.082983598,0.083857052,0.082983598,0.082983598,19779200,AAPL
15-07-1981,0.085167214,0.085603938,0.085167214,0.085167214,10953600,AAPL
16-07-1981,0.08735086,0.088224314,0.08735086,0.08735086,15232000,AAPL
17-07-1981,0.090407945,0.090844675,0.090407945,0.090407945,19824000,AAPL
20-07-1981,0.084730492,0.084730492,0.084293768,0.084293768,23654400,AAPL
21-07-1981,0.084293797,0.084293797,0.083857067,0.083857067,31942400,AAPL
22-07-1981,0.079926503,0.079926503,0.079052262,0.079052262,22668800,AAPL
23-07-1981,0.081236713,0.081673443,0.081236713,0.081236713,34451200,AAPL
24-07-1981,0.083857067,0.084293797,0.083857067,0.083857067,28851200,AAPL
27-07-1981,0.08735086,0.087787584,0.08735086,0.08735086,17337600,AAPL
28-07-1981,0.084730492,0.084730492,0.084293768,0.084293768,22848000,AAPL
29-07-1981,0.083420328,0.083420328,0.082983598,0.082983598,15500800,AAPL
30-07-1981,0.086040691,0.086914145,0.086040691,0.086040691,9900800,AAPL
31-07-1981,0.08735086,0.087787584,0.08735086,0.08735086,10953600,AAPL
03-08-1981,0.087350868,0.087350868,0.086477414,0.086477414,12432000,AAPL
04-08-1981,0.087787598,0.088224328,0.087787598,0.087787598,31673600,AAPL
05-08-1981,0.090407945,0.090844675,0.090407945,0.090407945,17494400,AAPL
06-08-1981,0.088661061,0.088661061,0.088224337,0.088224337,10528000,AAPL
07-08-1981,0.088224337,0.088661061,0.088224337,0.088224337,9206400,AAPL
10-08-1981,0.088224337,0.088224337,0.088224337,0.088224337,0,AAPL
11-08-1981,0.086477414,0.086477414,0.08560396,0.08560396,71456000,AAPL
12-08-1981,0.084293797,0.084293797,0.083857067,0.083857067,26275200,AAPL
13-08-1981,0.081673443,0.081673443,0.081236713,0.081236713,27484800,AAPL
14-08-1981,0.08079996,0.08079996,0.079926506,0.079926506,24192000,AAPL
17-08-1981,0.078178838,0.078178838,0.077305384,0.077305384,18905600,AAPL
18-08-1981,0.076431885,0.076431885,0.075558431,0.075558431,17001600,AAPL
19-08-1981,0.075558454,0.075558454,0.074685,0.074685,20675200,AAPL
20-08-1981,0.075558431,0.075995161,0.075558431,0.075558431,17113600,AAPL
21-08-1981,0.071191177,0.071191177,0.070317723,0.070317723,41910400,AAPL
24-08-1981,0.066386423,0.066386423,0.065949693,0.065949693,23072000,AAPL
25-08-1981,0.067697406,0.06813413,0.067697406,0.067697406,40700800,AAPL
26-08-1981,0.066823148,0.066823148,0.066386424,0.066386424,33600000,AAPL
27-08-1981,0.066823147,0.067260659,0.066823147,0.066823147,25916800,AAPL
28-08-1981,0.070317723,0.070754447,0.070317723,0.070317723,38035200,AAPL
31-08-1981,0.070317723,0.070754447,0.070317723,0.070317723,40947200,AAPL
01-09-1981,0.074685,0.07512173,0.074685,0.074685,37027200,AAPL
02-09-1981,0.075995192,0.076431916,0.075995192,0.075995192,19376000,AAPL
03-09-1981,0.072938092,0.072938092,0.072064638,0.072064638,37475200,AAPL
04-09-1981,0.071627908,0.071627908,0.071191184,0.071191184,15254400,AAPL
08-09-1981,0.069444298,0.069444298,0.069007568,0.069007568,25446400,AAPL
09-09-1981,0.069007568,0.069444298,0.069007568,0.069007568,30531200,AAPL
10-09-1981,0.069444269,0.069880993,0.069444269,0.069444269,34809600,AAPL
11-09-1981,0.069007524,0.069007524,0.0685708,0.0685708,17539200,AAPL
14-09-1981,0.066823148,0.066823148,0.066386424,0.066386424,27686400,AAPL
15-09-1981,0.065076225,0.065076225,0.064639501,0.064639501,19510400,AAPL
16-09-1981,0.063766054,0.063766054,0.063329324,0.063329324,19353600,AAPL
17-09-1981,0.062019124,0.062019124,0.061582394,0.061582394,19376000,AAPL
18-09-1981,0.062019143,0.062455867,0.062019143,0.062019143,26320000,AAPL
21-09-1981,0.062455863,0.062892593,0.062455863,0.062455863,49033600,AAPL
22-09-1981,0.05939879,0.05939879,0.058962066,0.058962066,47420800,AAPL
23-09-1981,0.058525305,0.058525305,0.057651851,0.057651851,28201600,AAPL
24-09-1981,0.057651871,0.057651871,0.057215147,0.057215147,18300800,AAPL
25-09-1981,0.050663456,0.050663456,0.049790002,0.049790002,34608000,AAPL
28-09-1981,0.050226722,0.050663452,0.050226722,0.050226722,91728000,AAPL
29-09-1981,0.052847076,0.053283806,0.052847076,0.052847076,94684800,AAPL
30-09-1981,0.053283822,0.053720546,0.053283822,0.053283822,49996800,AAPL
01-10-1981,0.053283822,0.053720546,0.053283822,0.053283822,61129600,AAPL
02-10-1981,0.057651851,0.058088581,0.057651851,0.057651851,45046400,AAPL
05-10-1981,0.059398808,0.060272262,0.059398808,0.059398808,43097600,AAPL
06-10-1981,0.05939879,0.05939879,0.058962066,0.058962066,28358400,AAPL
07-10-1981,0.062455863,0.063329317,0.062455863,0.062455863,38841600,AAPL
08-10-1981,0.064639501,0.065076225,0.064639501,0.064639501,31091200,AAPL
09-10-1981,0.065076225,0.065949678,0.065076225,0.065076225,54521600,AAPL
12-10-1981,0.067260638,0.067697368,0.067260638,0.067260638,27350400,AAPL
13-10-1981,0.067260638,0.068134092,0.067260638,0.067260638,44195200,AAPL
14-10-1981,0.063766054,0.063766054,0.063329324,0.063329324,30979200,AAPL
15-10-1981,0.064639501,0.065076225,0.064639501,0.064639501,29433600,AAPL
16-10-1981,0.064202764,0.064202764,0.06376604,0.06376604,36467200,AAPL
19-10-1981,0.065076225,0.065512954,0.065076225,0.065076225,20585600,AAPL
20-10-1981,0.0685708,0.069007524,0.0685708,0.0685708,35728000,AAPL
21-10-1981,0.0685708,0.069007524,0.0685708,0.0685708,76899200,AAPL
22-10-1981,0.068570829,0.068570829,0.068134099,0.068134099,32278400,AAPL
23-10-1981,0.066823148,0.066823148,0.066386424,0.066386424,27910400,AAPL
26-10-1981,0.066386424,0.066823148,0.066386424,0.066386424,27283200,AAPL
27-10-1981,0.067697406,0.06857086,0.067697406,0.067697406,85590400,AAPL
28-10-1981,0.069881015,0.070317744,0.069881015,0.069881015,44172800,AAPL
29-10-1981,0.069444298,0.069444298,0.069007568,0.069007568,30486400,AAPL
30-10-1981,0.069881015,0.070317744,0.069881015,0.069881015,52729600,AAPL
02-11-1981,0.069881015,0.070317744,0.069881015,0.069881015,36915200,AAPL
03-11-1981,0.069444298,0.069444298,0.069007568,0.069007568,28380800,AAPL
04-11-1981,0.067697368,0.067697368,0.067260638,0.067260638,23811200,AAPL
05-11-1981,0.062892593,0.062892593,0.062455863,0.062455863,23363200,AAPL
06-11-1981,0.062892593,0.063329318,0.062892593,0.062892593,24595200,AAPL
09-11-1981,0.06376604,0.064202764,0.06376604,0.06376604,20384000,AAPL
10-11-1981,0.064202778,0.064639508,0.064202778,0.064202778,16755200,AAPL
11-11-1981,0.065949693,0.066386423,0.065949693,0.065949693,27440000,AAPL
12-11-1981,0.068134099,0.068570829,0.068134099,0.068134099,39916800,AAPL
13-11-1981,0.063766054,0.063766054,0.063329324,0.063329324,21011200,AAPL
16-11-1981,0.062892593,0.062892593,0.062455863,0.062455863,22556800,AAPL
17-11-1981,0.06376604,0.064202764,0.06376604,0.06376604,35414400,AAPL
18-11-1981,0.065949693,0.066386423,0.065949693,0.065949693,29142400,AAPL
19-11-1981,0.065949693,0.066386423,0.065949693,0.065949693,40006400,AAPL
20-11-1981,0.066386424,0.066823148,0.066386424,0.066386424,38102400,AAPL
23-11-1981,0.064202778,0.064202778,0.063329324,0.063329324,22960000,AAPL
24-11-1981,0.063329318,0.063329318,0.062892593,0.062892593,22153600,AAPL
25-11-1981,0.064202778,0.064639508,0.064202778,0.064202778,52550400,AAPL
27-11-1981,0.065949693,0.066386423,0.065949693,0.065949693,37251200,AAPL
30-11-1981,0.065512954,0.065512954,0.065076225,0.065076225,23968000,AAPL
01-12-1981,0.065076225,0.065512954,0.065076225,0.065076225,23385600,AAPL
02-12-1981,0.065512948,0.065949672,0.065512948,0.065512948,37564800,AAPL
03-12-1981,0.065076225,0.065076225,0.064639501,0.064639501,20428800,AAPL
04-12-1981,0.066386424,0.066823148,0.066386424,0.066386424,137155200,AAPL
07-12-1981,0.066823147,0.067260659,0.066823147,0.066823147,59292800,AAPL
08-12-1981,0.066386402,0.066386402,0.065512948,0.065512948,50624000,AAPL
09-12-1981,0.065949693,0.066386423,0.065949693,0.065949693,34272000,AAPL
10-12-1981,0.065949693,0.066386423,0.065949693,0.065949693,37408000,AAPL
11-12-1981,0.065949672,0.066386402,0.065512948,0.065512948,76092800,AAPL
14-12-1981,0.064202778,0.064202778,0.063329324,0.063329324,25244800,AAPL
15-12-1981,0.065076225,0.065512954,0.065076225,0.065076225,31315200,AAPL
16-12-1981,0.068134099,0.068570829,0.068134099,0.068134099,65452800,AAPL
17-12-1981,0.073811583,0.074248313,0.073811583,0.073811583,51452800,AAPL
18-12-1981,0.079926506,0.08036323,0.079926506,0.079926506,71724800,AAPL
21-12-1981,0.076868645,0.076868645,0.076431915,0.076431915,56403200,AAPL
22-12-1981,0.077742092,0.078178816,0.077742092,0.077742092,53827200,AAPL
23-12-1981,0.076431916,0.076431916,0.075995192,0.075995192,28896000,AAPL
24-12-1981,0.076431915,0.076868645,0.076431915,0.076431915,28918400,AAPL
28-12-1981,0.073811563,0.073811563,0.072938114,0.072938114,36579200,AAPL
29-12-1981,0.074248314,0.075121768,0.074248314,0.074248314,24236800,AAPL
30-12-1981,0.077305384,0.077742114,0.077305384,0.077305384,32188800,AAPL
31-12-1981,0.077305384,0.077742114,0.077305384,0.077305384,54656000,AAPL
04-01-1982,0.077305362,0.077305362,0.076868638,0.076868638,71254400,AAPL
05-01-1982,0.073811563,0.073811563,0.072938114,0.072938114,35840000,AAPL
06-01-1982,0.072501362,0.072501362,0.072064638,0.072064638,66080000,AAPL
07-01-1982,0.06726066,0.06726066,0.066386424,0.066386424,70044800,AAPL
08-01-1982,0.069444269,0.069880993,0.069444269,0.069444269,56604800,AAPL
11-01-1982,0.065512954,0.065512954,0.065076225,0.065076225,33331200,AAPL
12-01-1982,0.063329318,0.063329318,0.062892593,0.062892593,59920000,AAPL
13-01-1982,0.062892593,0.062892593,0.062455863,0.062455863,41753600,AAPL
14-01-1982,0.065512948,0.065949672,0.065512948,0.065512948,25715200,AAPL
15-01-1982,0.069881015,0.070754469,0.069881015,0.069881015,46704000,AAPL
18-01-1982,0.071191184,0.072064638,0.071191184,0.071191184,28000000,AAPL
19-01-1982,0.070317723,0.070317723,0.069444269,0.069444269,55507200,AAPL
20-01-1982,0.070754476,0.071191206,0.070754476,0.070754476,25827200,AAPL
21-01-1982,0.072064638,0.072501362,0.072064638,0.072064638,33331200,AAPL
22-01-1982,0.072501406,0.072938136,0.072501406,0.072501406,24259200,AAPL
25-01-1982,0.070754447,0.070754447,0.070317723,0.070317723,44710400,AAPL
26-01-1982,0.06857086,0.06857086,0.067697406,0.067697406,21212800,AAPL
27-01-1982,0.068134099,0.069007553,0.068134099,0.068134099,31360000,AAPL
28-01-1982,0.070317723,0.070754447,0.070317723,0.070317723,39603200,AAPL
29-01-1982,0.071191184,0.071627908,0.071191184,0.071191184,53155200,AAPL
01-02-1982,0.071191177,0.071191177,0.070317723,0.070317723,38528000,AAPL
02-02-1982,0.070754476,0.07162793,0.070754476,0.070754476,54275200,AAPL
03-02-1982,0.070754476,0.071191206,0.070754476,0.070754476,31472000,AAPL
04-02-1982,0.069444298,0.069444298,0.069007568,0.069007568,22041600,AAPL
05-02-1982,0.069007568,0.069444298,0.069007568,0.069007568,40297600,AAPL
08-02-1982,0.065076225,0.065076225,0.064639501,0.064639501,31696000,AAPL
09-02-1982,0.064639501,0.065076225,0.064639501,0.064639501,57904000,AAPL
10-02-1982,0.065512948,0.065949672,0.065512948,0.065512948,38796800,AAPL
11-02-1982,0.065076225,0.065076225,0.064639501,0.064639501,24528000,AAPL
12-02-1982,0.065512948,0.065949672,0.065512948,0.065512948,19644800,AAPL
16-02-1982,0.064639508,0.064639508,0.064202778,0.064202778,34316800,AAPL
17-02-1982,0.065076225,0.065512954,0.065076225,0.065076225,25580800,AAPL
18-02-1982,0.065949693,0.066386423,0.065949693,0.065949693,28380800,AAPL
19-02-1982,0.065949672,0.065949672,0.065512948,0.065512948,13596800,AAPL
22-02-1982,0.065076225,0.065076225,0.064639501,0.064639501,26633600,AAPL
23-02-1982,0.064202764,0.064202764,0.06376604,0.06376604,34540800,AAPL
24-02-1982,0.064202778,0.064639508,0.064202778,0.064202778,37945600,AAPL
25-02-1982,0.064202764,0.064202764,0.06376604,0.06376604,30800000,AAPL
26-02-1982,0.06376604,0.064202764,0.06376604,0.06376604,17427200,AAPL
01-03-1982,0.064202778,0.064639508,0.064202778,0.064202778,35302400,AAPL
02-03-1982,0.064202778,0.064639508,0.064202778,0.064202778,34809600,AAPL
03-03-1982,0.064202778,0.064639508,0.064202778,0.064202778,23654400,AAPL
04-03-1982,0.063329318,0.063329318,0.062892593,0.062892593,38371200,AAPL
05-03-1982,0.058525332,0.058525332,0.058088608,0.058088608,45315200,AAPL
08-03-1982,0.057651871,0.057651871,0.057215147,0.057215147,35145600,AAPL
09-03-1982,0.057651851,0.058088581,0.057651851,0.057651851,52505600,AAPL
10-03-1982,0.057215157,0.057215157,0.056778427,0.056778427,86934400,AAPL
11-03-1982,0.056778427,0.057651881,0.056778427,0.056778427,22579200,AAPL
12-03-1982,0.053720546,0.053720546,0.053283822,0.053283822,46547200,AAPL
15-03-1982,0.053283806,0.053283806,0.052847076,0.052847076,51363200,AAPL
16-03-1982,0.05241036,0.05241036,0.05197363,0.05197363,47152000,AAPL
17-03-1982,0.049790002,0.049790002,0.049353272,0.049353272,50489600,AAPL
18-03-1982,0.053283822,0.053720546,0.053283822,0.053283822,56336000,AAPL
19-03-1982,0.058088608,0.058525332,0.058088608,0.058088608,65811200,AAPL
22-03-1982,0.062455863,0.062892593,0.062455863,0.062455863,69193600,AAPL
23-03-1982,0.062019124,0.062019124,0.061582394,0.061582394,55955200,AAPL
24-03-1982,0.058525332,0.058525332,0.058088608,0.058088608,51609600,AAPL
25-03-1982,0.058088581,0.058088581,0.057651851,0.057651851,84112000,AAPL
26-03-1982,0.057215157,0.057215157,0.056778427,0.056778427,50780800,AAPL
29-03-1982,0.058088608,0.058525332,0.058088608,0.058088608,67603200,AAPL
30-03-1982,0.058962066,0.05939879,0.058962066,0.058962066,77952000,AAPL
31-03-1982,0.058962066,0.05939879,0.058962066,0.058962066,50153600,AAPL
01-04-1982,0.062019143,0.062455867,0.062019143,0.062019143,59136000,AAPL
02-04-1982,0.062019143,0.062455867,0.062019143,0.062019143,84806400,AAPL
05-04-1982,0.062019143,0.062455867,0.062019143,0.062019143,86643200,AAPL
06-04-1982,0.062019124,0.062019124,0.061582394,0.061582394,71590400,AAPL
07-04-1982,0.061145683,0.061145683,0.060708959,0.060708959,29097600,AAPL
08-04-1982,0.061145667,0.061582391,0.061145667,0.061145667,23990400,AAPL
12-04-1982,0.061145683,0.061582407,0.060708959,0.060708959,44307200,AAPL
13-04-1982,0.056341696,0.056341696,0.055904966,0.055904966,85299200,AAPL
14-04-1982,0.056341708,0.056778432,0.056341708,0.056341708,113590400,AAPL
15-04-1982,0.057215147,0.057651871,0.057215147,0.057215147,164281600,AAPL
16-04-1982,0.058962066,0.05939879,0.058962066,0.058962066,104048000,AAPL
19-04-1982,0.058525305,0.058525305,0.057651851,0.057651851,41283200,AAPL
20-04-1982,0.055468242,0.055468242,0.055031512,0.055031512,80550400,AAPL
21-04-1982,0.055031533,0.055031533,0.054594021,0.054594021,73024000,AAPL
22-04-1982,0.054157256,0.054157256,0.053720526,0.053720526,52595200,AAPL
23-04-1982,0.053720526,0.054157256,0.053720526,0.053720526,48294400,AAPL
26-04-1982,0.055031512,0.055468242,0.055031512,0.055031512,57926400,AAPL
27-04-1982,0.053720546,0.053720546,0.053283822,0.053283822,70268800,AAPL
28-04-1982,0.051536913,0.051536913,0.051100183,0.051100183,99232000,AAPL
29-04-1982,0.051100183,0.051536913,0.051100183,0.051100183,82230400,AAPL
30-04-1982,0.051536933,0.051973657,0.051536933,0.051536933,277401600,AAPL
