Date,open,high,low,close,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2-22-2016,7208.85,7252.4,7200.7,7234.5,7072.6,7190.2,7296.94,7361.72,7136.664369,7192.598524,7260.738159,7319.783172,7257.473665,7072.6,6887.726335,7397.038316,7166.449756,7277.351441,7410.876513,18604.45,7053.388889,7130.253333,7383.473636,50.71848351,46.58851204,32.451207,-193.3378205,116.5482448,19.10197738,-21.08672452,-55.93415452,-183.1188029,-127.1846484,-59.04501364,-159.1429596,-250.8,-226.1,-480.4,3.54229283,-3.350567112,-6.226911561,-2.599816052,41.58925352,47.65073842,69.71518058,50.52542446,93.84879725,69.71518058,100,99.90923539,50.73579626,-43.33841675,141.8711622,142.9,7229.2,21.65225574,-0.095159541
2-19-2016,7170.55,7226.85,7145.95,7210.7,7108.8,7162.74,7275.073333,7337.045,7161.342913,7195.889701,7254.483389,7309.394299,7315.491732,7108.8,6902.108268,7389.719808,7169.232317,7271.977998,7403.280556,18604.45,7112.911111,7097.086667,7349.791818,44.65484345,45.55605798,32.72057791,-199.8,58.84193313,20.72946211,-26.51178812,-34.54678846,-148.0513858,-113.5045973,-54.91090992,-148.1512696,-274.6,-328,-493.5,2.57478982,-3.66852364,-6.405596947,-2.694065774,40.53849296,45.70291804,82.57747107,66.47621787,85.67010309,82.57747107,94.70592773,98.23530924,50.59785263,-46.6380147,138.0625078,88.55,7194.5,23.38222797,0.591011351
2-18-2016,7177.4,7215.1,7127.85,7191.7,7153.02,7134.35,7253.84,7316.415,7171.461942,7195.127938,7246.635465,7298.185318,7311.507774,7153.02,6994.532226,7384.271101,7170.69414,7266.56699,7395.086987,18604.45,7172.7,7086.476667,7315.519091,40.78238816,44.81332714,33.02435894,-203.3628205,26.48185127,33.45225169,-26.56043703,-23.66599556,-126.723376,-103.0573804,-51.54985269,-139.3668826,-283.9,-318.5,-412.6,3.171893381,-3.79768848,-5.425877464,-2.749857023,39.67666783,44.05972115,84.834482,79.04237788,74.98454564,84.834482,87.80563958,94.17052244,54.95521217,-48.69601795,134.4330429,87.25,7178.216667,24.19020609,0.577811869
2-17-2016,7058.85,7123.7,6960.65,7108.4,7170.96,7108.31,7228.66,7296.21,7150.441295,7179.359222,7229.356032,7280.110526,7275.794468,7170.96,7066.125532,7370.931123,7166.985296,7256.12946,7372.292957,18604.45,7189.155556,7095.69,7280.049091,43.88660763,45.57377072,33.71162222,-215.9788462,-144.1295033,-28.58176701,-64.43717131,-28.91792697,-129.6692311,-100.7513041,-50.75449366,-137.5413158,-260.4,-377.7,-404.1,1.278014447,-3.533818261,-5.379034942,-2.927889997,36.05738998,37.3340697,70.43244075,79.28146461,50.64267352,70.43244075,34.55124745,72.35427159,55.48766418,-59.70628074,141.3342542,231.05,7064.25,24.16895995,0.964011538
2-16-2016,7201.25,7204.65,7037.7,7048.2,7158.7,7090.9,7196.42,7273.685,7116.360863,7155.51209,7206.711528,7258.023809,7298.067084,7158.7,7019.332916,7349.803062,7162.343806,7240.81535,7345.964104,18604.45,7166.222222,7114.53,7244.302727,40.0936071,44.5738326,33.90763158,-229.7916667,-64.48155687,3.326184953,-44.92764222,-39.15122731,-141.6629459,-102.5117186,-51.31228094,-139.3458852,-174.1,-483.6,-450.5,-0.862226598,-2.410589424,-6.007708003,-3.124376824,33.66721292,33.15409865,51.87859605,69.04850627,30.00856898,51.87859605,0,40.78562901,51.28937285,-67.29892663,143.1639503,166.95,7096.85,23.62926459,1.556162447
2-15-2016,7057.35,7182.8,7056.8,7162.9,7144.38,7108.49,7174.926667,7258.8,7131.873909,7156.855347,7201.235087,7248.964399,7262.788338,7144.38,7025.971662,7321.316413,7162.37156,7237.892731,7334.844842,18604.45,7130.955556,7134.743333,7212.668182,37.05920669,43.6738883,34.09384046,-225.6576923,0.895437979,24.44587906,-18.99283548,-24.98143797,-117.0904899,-92.10905193,-47.72931156,-130.0218768,175.9,-322.4,-297.7,-0.989702122,2.51753256,-3.990295687,-3.077077188,41.60924258,46.25654515,52.20931725,58.17345135,75.97670924,52.20931725,100,44.85041582,55.29583971,-48.7806731,142.5522396,134.6,7134.166667,23.09970209,1.379136783
2-12-2016,7023.65,7034.8,6869,6980.9,7098.42,7103.61,7141.3,7230.91,7081.549272,7124.863465,7173.693201,7223.434456,7251.498876,7098.42,6945.341124,7293.274547,7160.521326,7216.329299,7306.594687,18604.45,7095.533333,7139.046667,7184.895455,40.95670524,44.41283223,34.70096489,-217.5435897,-141.071201,-129.1816513,-108.6869341,-43.314193,-141.8851834,-98.57099042,-49.74125472,-135.7535298,-48.8,-504.4,-557.8,-3.186930534,-0.694197476,-7.3991537,-2.977896554,34.54208924,34.12635863,46.10565809,50.06452379,32.33169604,46.10565809,11.01577751,37.00525917,53.58600938,-72.03137679,153.3627939,293.9,6961.566667,22.90643374,1.301066775
2-11-2016,7203.6,7208.65,6959.95,6976.3,7055.34,7104.18,7108.013333,7204.215,7046.466182,7097.851926,7149.019051,7199.897841,7200.182347,7055.34,6910.497653,7267.339457,7159.642129,7197.033733,7284.915487,18604.45,7070.177778,7130.136667,7161.801818,33.81475028,42.08291048,34.41124248,-190.4391026,-18.90698043,-60.56491576,-43.94083542,-51.38574465,-153.4316594,-102.0459148,-50.87879002,-139.0640438,5.7,-499.3,-533.9,-2.995119374,0.081772014,-7.108998429,-2.616899205,34.3831353,33.86980077,46.63324977,48.31607504,31.59134403,46.63324977,9.014350287,40.0100426,44.45553783,-64.72105016,160.1725943,248.7,7048.3,22.77563438,0.966375385
2-10-2016,7264.3,7271.85,7177.75,7215.7,7076.8,7123.88,7097.806667,7190.695,7102.877454,7119.278849,7157.35417,7201.402809,7270.338503,7076.8,6883.261497,7242.508617,7161.672997,7197.519082,7282.78888,18604.45,7053.888889,7117.433333,7145.404545,28.73062109,39.08799435,33.85640347,-159.9929487,122.9467128,92.45021798,105.8060346,-16.40139436,-98.52535414,-82.12395978,-44.04863892,-120.9755401,197,-153.1,-270.4,1.50948174,2.806787582,-3.612027625,-2.203051184,47.83673423,54.30316094,49.99494989,47.57795258,86.06180961,49.99494989,100,40.0100426,48.84600286,-12.58827486,169.842409,295.55,7221.766667,22.379419,0.9762813
2-9-2016,7303.95,7323.45,7275.15,7298.2,7126.8,7142.75,7102.866667,7179.015,7167.98497,7151.809967,7174.959898,7210.621589,7383.738031,7126.8,6869.861969,7224.431186,7166.401674,7199.673924,7283.296805,18604.45,7087.022222,7110.073333,7134.971818,26.80365246,35.68587412,33.10769482,-124.450641,108.0529806,127.3488416,145.9766843,16.17500243,-42.63661909,-58.81162152,-35.66169026,-98.84380028,188.7,75.9,-233.6,3.547004909,2.654195091,-3.101516238,-1.715592189,51.52526121,59.26079288,70.69899561,55.77573176,94.4438332,70.69899561,100,69.6714501,49.92382249,-5.556166795,165.4072369,107.75,7298.933333,21.74262017,1.006987628
2-8-2016,7489.7,7512.55,7363.2,7387.2,7171.66,7158.02,7129.546667,7174.11,7241.056646,7194.608155,7201.489911,7227.43858,7505.083805,7171.66,6838.236195,7206.324116,7172.548577,7201.476085,7285.716986,18604.45,7173.8,7112.233333,7129.766364,30.90272404,33.75624291,31.672615,-89.45384615,103.6957786,171.1011295,193.3885671,46.44849144,13.61806615,-32.83042529,-25.94866912,-73.27797789,152.7,400.2,-98.1,3.131413254,2.110719469,-1.310568715,-1.233879537,55.20516821,64.0670695,87.00924892,69.23439814,80.52210395,87.00924892,100,100,47.54626568,-19.47789605,168.9031486,214.35,7420.983333,21.04652147,0.822405693
2-5-2016,7418.25,7503.15,7406.65,7489.1,7273.3,7185.86,7160.173333,7174.3,7323.737764,7248.152127,7237.441172,7252.358715,7621.655703,7273.3,6924.944297,7190.064935,7190.20487,7202.719253,7288.649792,18604.45,7285.088889,7133.72,7129.371818,34.18198129,32.01957481,30.30928916,-58.91666667,93.37238,141.8203836,177.1320731,75.58563748,71.3790488,-4.206588677,-14.91754323,-44.28392357,278.4,459.4,3.8,7.279863628,3.860928897,0.050766168,-0.812542811,59.03922379,68.8723491,90.24078711,82.64967722,95.75642418,90.24078711,100,100,53.24999385,-3.643850517,165.1207808,115.95,7466.3,20.36599603,0.020391665
2-4-2016,7411.45,7457.05,7365.95,7404,7358.84,7207.09,7189.066667,7170.72,7350.491843,7276.488104,7258.261026,7266.800743,7546.408978,7358.84,7171.271022,7179.264623,7197.690478,7204.233729,7290.217802,18604.45,7372.877778,7177.123333,7133.403636,33.71411952,29.85750963,29.14901328,-39.61089744,36.87919174,86.77595146,121.8165903,74.00373911,83.69110028,9.687361171,-8.539716854,-27.85172803,212.3,433.4,-71.6,6.130756992,2.952014127,-0.957782653,-0.546679994,54.81930513,61.07675365,81.28539548,86.17847717,67.5776583,81.28539548,62.33052808,87.44350936,50.02796846,-16.86737627,162.1228679,123.15,7409,19.71623609,0.528474118
2-3-2016,7392.45,7419.4,7350.3,7361.8,7388.06,7232.43,7211.94,7170.37,7354.261229,7291.999358,7271.203398,7275.848291,7512.08681,7388.06,7264.03319,7172.023594,7205.408073,7204.936068,7291.000294,18604.45,7412.188889,7232.576667,7142.32,32.07377297,27.67410126,28.0992067,-21.31153846,-25.56415406,59.02293267,88.49622541,62.26187096,78.41293767,16.15106671,-4.644893395,-18.02648392,253.4,343.1,-7,2.024751583,3.564796579,-0.094995115,-0.294357797,52.80374508,57.3950114,66.61122042,79.37913434,36.49957877,66.61122042,17.01477562,59.7817679,50.51905858,-23.42475332,155.4783773,69.1,7377.166667,19.10773957,0.498269331
2-2-2016,7566.65,7576.3,7428.05,7455.5,7419.52,7273.16,7235.006667,7182.03,7388.007486,7321.726747,7294.240473,7292.957977,7512.269072,7419.52,7326.770928,7178.782947,7228.135278,7209.957829,7291.940529,18604.45,7417.388889,7289.696667,7157.306364,36.35799669,27.48738991,26.86246056,1.848717949,102.3799703,89.05087624,120.8298336,66.28073858,95.04950823,28.76876965,1.282495336,-2.648569197,407.3,346,233.2,2.155325971,5.778780398,3.228888304,0.025538889,56.61778925,63.04750738,50.20863655,66.03508415,46.54867257,50.20863655,61.16682207,46.83737526,54.31510596,-17.07903294,159.6942075,214.5,7486.616667,18.61662137,0.455747975
2-1-2016,7589.5,7600.45,7541.25,7555.9,7453.26,7312.46,7256.433333,7210.475,7443.971657,7364.303702,7326.947914,7318.000075,7587.769396,7453.26,7318.750604,7201.825567,7256.918599,7234.715242,7294.000465,18604.45,7427.711111,7344.106667,7177.448182,40.4123214,27.55683009,25.76950316,38.21346154,128.7019766,103.7160169,127.4610207,79.66795494,125.9715823,46.30362734,8.947838851,17.43895452,393,321.4,568.9,2.283679879,5.486604588,8.142264205,0.527827627,60.31818765,68.21201453,55.07964564,57.2998342,82.19068559,55.07964564,100,59.3938659,51.44348982,-6.090641876,158.6410499,144.95,7565.866667,18.42028724,0.51035948
1-29-2016,7413.35,7575.65,7402.8,7563.5,7468.14,7370.72,7279.953333,7237.165,7483.814438,7400.521211,7356.516925,7341.38102,7629.080367,7468.14,7307.199633,7231.020409,7327.258775,7256.776927,7295.355295,18604.45,7463.266667,7393.52,7201.287273,33.4526024,25.44843911,24.71833853,78.1474359,46.76178998,76.83389139,90.58021834,83.2932272,142.433418,59.14019078,15.13590439,33.58457619,582.6,352.8,533.8,0.993443805,8.345628787,7.593496166,1.078971777,60.5922084,68.59176689,71.32274028,58.87034082,85.22886268,71.32274028,100,87.05560736,54.71139571,-5.051609816,159.6559749,172.85,7513.983333,18.30706504,0.73667035
1-28-2016,7426.5,7468.85,7409.6,7424.6,7472.26,7415.55,7295.48,7259.865,7464.076292,7404.899173,7365.027309,7349.306637,7627.370727,7472.26,7317.149273,7257.878363,7338.496378,7265.073007,7296.301578,18604.45,7499.122222,7426.68,7229.645455,27.88482719,23.55088723,23.71973212,102.2903846,-49.21684207,13.34099782,52.71618567,59.17711951,114.7696548,55.5925353,15.72067169,34.77120768,448.3,232.9,454,0.278227985,6.426042458,6.513069176,1.412765808,53.34223357,54.8941722,65.70724232,64.03654275,29.70217869,65.70724232,6.913924628,68.97130821,50.99143348,-24.04128785,159.2448338,153.9,7434.35,18.04302978,0.473662348
1-27-2016,7469.6,7477.9,7419.7,7437.7,7487.44,7437.75,7317.433333,7280.815,7455.284195,7410.862959,7374.111395,7357.725053,7607.156305,7487.44,7367.723695,7277.853889,7344.292373,7272.917676,7297.128475,18604.45,7504.966667,7448.113333,7259.97,24.0383693,21.96919298,22.73607069,141.8147436,-72.3983139,4.056317063,50.2618695,44.42123535,97.55914196,53.13790661,16.38634257,36.34966588,222,329.3,419,1.030997854,3.076624583,5.969766481,1.959044007,53.9024442,55.84459573,44.19617224,60.40871828,17.65747534,44.19617224,7.727070069,38.2136649,48.42124529,-22.2503247,152.0273457,58.2,7445.1,17.68947134,0.46566265
1-25-2016,7468.75,7487.15,7421.2,7436.1,7483.56,7451.54,7343.293333,7297.145,7448.889463,7415.451512,7381.859971,7365.189333,7608.31689,7483.56,7358.80311,7295.45317,7347.530571,7278.612933,7298.219201,18604.45,7474.244444,7464.03,7289.757273,21.6830049,20.68481682,21.76447002,177.5429487,-47.54570606,-13.93478918,46.01534874,33.43795094,83.7001297,50.26217876,16.67063747,37.04447312,137.9,387.9,326.6,-0.260210583,1.889507002,4.593853295,2.451720578,53.81745106,55.68082706,21.4025392,43.76865125,16.84796357,21.4025392,6.554746758,7.065247151,47.75027225,-22.46906829,145.8789638,65.95,7448.15,17.41036923,0.49186299
1-22-2016,7355.7,7433.4,7327.6,7422.4,7456.86,7455.06,7360.593333,7306.54,7440.059642,7416.714874,7386.927475,7370.637968,7564.185196,7456.86,7349.534804,7312.613366,7348.278496,7281.435664,7299.025128,18604.45,7446.711111,7470.253333,7318.149091,22.37550578,19.28588292,21.18296571,187.0717949,-129.8201569,-91.87079546,15.14627062,23.34476847,69.42167374,46.07690527,16.28950619,36.07380104,35.2,259.5,187.9,-1.766831218,0.476499892,2.597276937,2.580563467,53.04616637,54.12750946,24.24118003,29.94663049,38.21810119,24.24118003,0,4.760605609,52.79020482,-27.79859485,143.2090378,108.5,7394.466667,17.32009548,0.081386717
1-21-2016,7376.65,7398.7,7250,7276.8,7399.52,7433.83,7380.32,7309.845,7385.639761,7391.275806,7373.16154,7361.701019,7522.835881,7399.52,7276.204119,7328.504673,7343.309196,7281.398855,7298.733195,18604.45,7414.433333,7461.296667,7343.222727,26.772251,19.1261273,20.89144008,174.1423077,-148.9006854,-161.3974016,-58.39523324,-5.636044294,23.93874241,29.57478671,11.46052124,23.28739071,-212.3,295.9,66.1,-3.790573147,-2.834786556,0.916693248,2.398519685,45.57122513,40.42883451,22.12230973,22.58867632,11.30086443,22.12230973,0,2.184915586,50.50700453,-76.56730542,145.2941066,172.4,7308.5,17.36890704,0.191727501
1-20-2016,7357,7470.9,7241.5,7309.3,7376.46,7424.36,7402.52,7315.725,7360.193174,7376.371114,7365.178848,7356.710446,7514.62029,7376.46,7238.29971,7341.598824,7342.424561,7281.72373,7298.847728,18604.45,7382.222222,7446.016667,7364.904545,23.6521592,17.70455803,20.3041461,156.8967949,-62.06558073,-99.2879142,-66.70904231,-16.17793948,3.482728517,19.660668,8.468401951,15.59675708,-94.7,333,117.6,-1.552945613,-1.279038358,1.635218377,2.157795478,47.35451356,44.04159973,25.70640329,24.02329768,27.60024425,25.70640329,21.40489183,7.134963943,43.89739612,-81.11157543,151.3016704,229.4,7340.566667,17.46867538,0.770038775
1-19-2016,7381.8,7462.75,7364.15,7435.1,7375.94,7431.69,7417.146667,7332.06,7385.162116,7387.049093,7373.918992,7364.176118,7513.190988,7375.94,7238.689012,7350.551111,7343.99341,7286.804027,7299.723752,18604.45,7351.666667,7429.963333,7385.322727,21.15608577,16.42514568,19.74621681,134.5314103,54.94026044,-18.01009801,-1.695137868,-1.886976889,20.9859986,22.87297548,9.742874155,19.42891869,73.3,219.4,326.7,-0.034957043,0.995680404,4.595970964,1.845670371,53.68063588,55.87861067,39.2374752,29.02206274,78.81131691,39.2374752,98.34087526,39.9152557,42.85031735,-46.06491155,151.4551225,153.45,7420.666667,17.64984951,0.630428142
1-18-2016,7420.35,7463.65,7336.4,7351,7358.92,7421.24,7420.666667,7347.2,7373.774744,7380.494713,7371.054118,7362.921249,7482.537695,7358.92,7235.302305,7363.21683,7344.171397,7288.700349,7300.193298,18604.45,7347.233333,7408.543333,7402.487273,21.31443842,15.73956348,19.31794994,117.3339744,26.09832507,-49.86001072,-60.03874347,-6.71996839,10.85349488,17.57346327,8.132868529,15.50108041,-104.5,52.8,302.8,-1.1444171,-1.401649789,4.296132346,1.606916798,49.40638909,48.10420649,51.38159275,38.77515708,47.73321709,51.38159275,47.29275746,55.67950818,42.78299758,-69.49435855,149.7261852,127.25,7383.683333,18.00228911,0.612025196
1-15-2016,7561.65,7566.5,7427.3,7437.8,7362,7409.43,7424.04,7360.945,7395.116496,7390.913856,7379.397353,7370.052559,7492.373556,7362,7231.626444,7381.418039,7347.005209,7292.691333,7304.684468,18604.45,7371.166667,7388.283333,7414.875455,21.43753976,15.04824904,18.46429412,111.0403846,120.836208,84.26718638,59.26737164,4.20264039,25.06393724,20.86129685,9.344794212,19.17128028,-118.1,50.6,274.9,0.20748006,-1.56301698,3.837831046,1.518099354,53.51994138,55.42022889,62.31484467,50.97797087,60.4,62.31484467,98.01841953,81.21735075,42.28435075,-45.31271765,154.4243148,215.5,7477.2,18.46228738,0.575378572
1-14-2016,7467.4,7604.8,7443.8,7536.8,7414,7406.76,7427.22,7388.74,7442.344331,7417.438609,7399.072684,7385.933268,7571.5375,7414,7256.4625,7396.487836,7348.415799,7311.202181,7313.249291,18604.45,7404.988889,7381.14,7423.448182,23.7759713,15.01828435,17.58498198,106.1884615,112.7091451,149.989353,111.5596707,24.90572152,56.4110632,31.50534168,13.1394164,29.72575277,-26.7,47.7,555.9,3.57299912,-0.353011172,7.963156613,1.449461774,57.74028722,62.34052324,63.13863452,58.94502398,81.28268648,63.13863452,100,81.77039233,45.07301623,-18.71731352,155.322578,167,7528.466667,18.85038197,0.02872497
1-13-2016,7557.9,7590.95,7425.8,7562.4,7464.62,7420.54,7437.78,7418.045,7482.362887,7443.795226,7419.488598,7402.739623,7617.645823,7464.62,7311.594177,7413.07655,7356.693873,7331.452204,7324.821312,18604.45,7454.055556,7391.99,7427.977273,23.57718293,14.61486822,16.73690929,93.20320513,75.65129833,114.377255,93.33674974,38.56766144,79.62326415,41.05560272,16.74897543,39.69833659,137.8,158.4,586.1,3.462711888,1.855992242,8.40130155,1.269869634,58.78249082,63.99239994,75.29512302,66.91620074,84.20268256,75.29512302,100,99.33947318,47.18073745,-11.67079549,156.0245368,165.15,7526.383333,19.08315975,0.510596161
1-12-2016,7587.2,7588.3,7487.8,7510.3,7479.66,7427.8,7447.68,7432.775,7491.675258,7455.887003,7430.840024,7412.983468,7632.905821,7479.66,7326.414179,7426.98383,7359.292901,7337.86354,7331.498422,18604.45,7496.9,7409.19,7429.090909,23.41815223,14.2517937,15.93124024,76.51602564,56.86213024,93.89332863,83.14985678,35.78825524,78.69178968,42.90353443,17.8565552,42.90308647,72.6,148.5,294.6,1.011418811,0.976108205,4.082763973,1.040773488,55.7681345,58.06817887,76.75890841,71.73088865,64.79135618,76.75890841,67.85064404,89.28354801,48.10069439,-26.01156069,152.0584984,100.5,7528.8,19.16810043,0.77924256
1-11-2016,7527.45,7605.1,7494.35,7563.8,7522.22,7440.57,7454.9,7446.055,7515.716839,7475.507548,7447.460021,7427.346948,7615.277952,7522.22,7429.162048,7438.402105,7365.308434,7345.13457,7339.200714,18604.45,7531.444444,7433.57,7429.347273,24.86324689,14.24926351,15.17977577,70.60064103,113.9987399,93.91366042,98.57757533,40.20929094,88.36989111,48.16060017,20.11307305,49.19281259,127.7,108.3,265.6,2.894844239,1.717298046,3.639253515,0.958029776,58.14184333,62.17742331,75.32000585,75.79134576,76.96597881,75.32000585,87.82629024,85.22564476,51.07998019,-11.35863586,149.1078914,110.75,7554.416667,19.1296005,0.685238644
1-8-2016,7611.65,7634.1,7581.05,7601.3,7554.92,7458.46,7457.926667,7456.76,7544.244559,7498.378903,7466.690018,7443.913905,7615.617203,7554.92,7494.222797,7447.61,7375.676048,7351.747868,7346.177552,18604.45,7546.822222,7466.236667,7429.976364,28.51771962,14.80708761,14.59871733,62.96089744,151.4440176,110.5638972,141.9725515,45.86565642,100.3306542,54.46499775,22.7761131,56.55151183,178.9,45.4,214.1,2.19823066,2.41027161,2.898256444,0.851901541,59.77147143,64.93049382,75.33693852,75.80528426,84.25348056,75.33693852,100,85.22564476,47.27784512,-8.354559348,143.4787563,70.3,7605.483333,18.94745473,0.676409931
1-7-2016,7673.35,7674.95,7556.6,7568.3,7561.22,7487.61,7458.246667,7460.72,7552.263039,7511.09183,7479.391266,7455.7602,7619.580452,7561.22,7502.859548,7455.815789,7398.361122,7354.001513,7351.884235,18604.45,7560.588889,7499.44,7432.935455,34.179642,16.05253968,14.23106265,58.38525641,77.52735107,94.64415944,120.1280203,41.17120993,96.50283968,55.33162976,23.63106607,59.03993418,291.5,4.8,79.2,0.417949262,4.005881706,1.057536954,0.788327003,57.64463233,60.50148186,72.80464018,74.48719485,57.19446117,72.80464018,46.87334256,78.23321093,47.28305342,-24.60491406,141.6838451,118.35,7599.95,18.60522219,0.068973049
1-6-2016,7788.05,7800.95,7721.2,7741,7596.94,7530.78,7479.34,7477.57,7615.17536,7552.893315,7512.092358,7482.925895,7752.367905,7596.94,7441.512095,7469.129532,7453.751559,7371.689952,7367.795193,18604.45,7591.044444,7529.93,7441.749091,42.86600616,18.92755699,14.39389156,55.70064103,166.6666667,199.0472512,195.009134,62.28204457,132.2494646,69.96742004,29.16646258,74.09337124,431.7,316.4,337,2.361684121,5.906174326,4.551593733,0.749121888,64.71977382,71.94648239,74.10125387,74.08094419,80.85581989,74.10125387,100,82.29111419,53.38742932,-10.71588167,148.1814276,232.65,7754.383333,18.18692549,1.002514518
1-5-2016,7828.4,7831.2,7763.25,7784.6,7651.8,7565.73,7502.466667,7498.71,7671.65024,7595.021803,7546.155813,7511.656762,7836.967989,7651.8,7466.632011,7482.988509,7499.154844,7397.829058,7391.181478,18604.45,7637.544444,7561.126667,7454.600909,50.38034394,21.84868902,14.66057911,66.92884615,97.67384311,160.6050999,175.5586936,76.62843652,159.9934776,83.36504107,34.49905074,88.52106841,349.5,346.9,422.8,3.652317484,4.700676521,5.74316064,0.896382943,66.25244106,74.11088624,74.73874343,73.88154583,86.16594924,74.73874343,100,82.29111419,52.7115206,-7.902323215,144.0398971,90.2,7793.016667,17.76413278,1.338198774
1-4-2016,7924.55,7937.55,7781.1,7791.3,7697.3,7609.76,7526.146667,7515.5,7711.533493,7630.708748,7576.798836,7538.289451,7885.393551,7697.3,7509.206449,7499.054905,7571.839346,7417.440829,7417.879671,18604.45,7702.377778,7597.4,7470.789091,57.78783287,25.46828206,15.28035075,84.95705128,85.91865872,137.8777007,162.4363985,80.82474507,173.2440417,92.41929662,38.50938481,99.35050559,440.3,355.2,335.8,3.007747429,5.989661271,4.504057407,1.134472282,66.49333215,74.45698763,76.2103014,75.01676623,61.60913506,76.2103014,100,100,43.22754448,-21.01142159,144.926333,156.45,7836.65,17.31842141,0.782129369
1-1-2016,7938.45,7972.55,7909.8,7963.2,7769.68,7662.3,7562.2,7535.865,7795.422329,7691.161703,7625.098982,7578.757123,8021.896523,7769.68,7517.463477,7521.427092,7677.39154,7450.689043,7457.10087,18604.45,7772.211111,7638.643333,7492.703636,64.03592106,28.99982087,15.98094503,103.3884615,123.4820077,141.4152093,171.0621083,104.2606258,216.665206,112.4045802,46.34185899,120.4157284,525.4,540.8,407.3,4.761027719,7.06391675,5.390489551,1.3758965,72.01308011,81.65005289,81.84240599,77.59715027,97.75213367,81.84240599,100,100,52.66398415,-1.278982286,147.5208806,181.25,7948.516667,16.91715848,0.673250868
12-31-2015,7897.8,7955.55,7891.15,7946.3,7845.28,7703.25,7606.833333,7555.005,7845.714886,7737.550484,7665.249109,7613.761206,8027.665061,7845.28,7662.894939,7547.518627,7735.897095,7477.984539,7509.933459,18604.45,7839.644444,7687.036667,7519.414545,66.06446661,31.57985999,16.53722697,131.4929487,74.94846216,102.6969809,132.971908,108.1644016,231.9536795,123.789278,51.48790272,134.1994132,409.5,669.5,382.8,4.994516602,5.43334041,5.061148939,1.744918293,70.77859612,79.14583157,82.97255473,80.34175404,89.55639546,82.97255473,83.07373991,94.3579133,53.79676975,-4.126385286,142.1301034,72.05,7931,16.75264708,0.742148589
12-30-2015,7938.6,7944.75,7889.85,7896.2,7876.32,7736.63,7645.96,7578.585,7862.543257,7766.395851,7694.11797,7640.660139,8027.267694,7876.32,7725.372306,7575.624118,7758.991233,7512.880426,7547.31411,18604.45,7893.955556,7739.553333,7549.402727,67.45047912,33.85740607,17.05782165,154.0352564,31.82973725,78.51411101,102.4523144,96.14740648,221.8831182,125.7357117,53.45783136,139.4726771,333.8,586.9,471.6,2.004908926,4.413942664,6.351857339,2.039817593,67.10601634,71.69588069,83.60993016,82.80829696,63.52126135,83.60993016,14.81737142,65.96370378,51.09586985,-12.00188635,136.0100961,56.45,7910.266667,17.16117958,0.320368949
12-29-2015,7929.2,7942.15,7902.75,7928.9,7905.18,7778.49,7678.88,7603.145,7884.662171,7795.94206,7723.465724,7668.111554,8027.390009,7905.18,7782.969991,7600.28902,7796.841775,7548.991476,7576.182734,18604.45,7919.766667,7790.926667,7581.943636,68.55928912,35.90719753,17.55238659,166.5217949,32.61280041,73.53154165,92.11714756,88.72011178,216.5506171,127.8305053,55.35416973,144.6232666,418.6,493.8,491.2,1.85365979,5.573678814,6.604192156,2.199291314,68.263521,73.55285595,76.7593234,81.1139361,77.2003134,76.7593234,32.0701028,43.32040471,56.15625589,-7.983539095,129.5772321,45.95,7924.6,18.02858696,0.340726047
12-28-2015,7863.2,7937.2,7863,7925.1,7931.94,7814.62,7717.153333,7627.595,7898.141448,7819.425322,7748.670009,7692.586644,7976.811122,7931.94,7887.068878,7620.643189,7822.461247,7581.323813,7599.229107,18604.45,7925.255556,7837.616667,7617.109091,60.96377748,36.24130083,17.76654049,175.0814103,-88.35451358,54.62978045,75.71860899,78.71612608,205.5548032,126.8386772,56.08336416,146.7073664,361.3,574.1,489,1.717300065,4.776699543,6.576027756,2.305742462,67.9642207,72.91750155,65.8026731,75.39064222,56.68644455,65.8026731,17.48916262,21.45887895,55.52503669,-8.678555098,125.6217155,74.2,7908.433333,19.26280957,3.070834259
12-24-2015,7888.75,7888.75,7835.5,7861,7911.5,7840.59,7745.366667,7649.525,7885.760965,7826.984354,7762.711258,7708.626012,7971.387227,7911.5,7851.612773,7631.939682,7826.585093,7600.507648,7610.979276,18604.45,7915.177778,7873.316667,7653.474545,50.31886498,35.56767945,17.79638213,188.7102564,-166.6666667,12.30569235,50.06172046,58.77661108,177.1349535,118.3583424,54.08524589,141.5549389,259.7,423.2,438.6,-1.283403657,3.416520858,5.909139901,2.480134108,62.95032227,62.50823524,51.70930249,64.75709966,21.24114952,51.70930249,0,16.51975514,53.49903203,-20.40237769,123.0487358,89.6,7861.75,20.80810435,0.426532669
